ACCID,DB,Feature,Start,End,misc1,Strand,misc2,Notes,gene_synonym,ECKnb,JWnb,Bnb,locus_tag,GeneID,Parent,ID,gbkey,gene_biotype,gene,product
AP009048.1,DDBJ,CDS,2296295,2298238,.,-,0,ID=cds-BAE76659.1;Parent=gene-ccmF;Dbxref=NCBI_GP:BAE76659.1;Name=BAE76659.1;Note=ECK2188:JW2184:b2196;gbkey=CDS;gene=ccmF;product=heme lyase%2C CcmF subunit;protein_id=BAE76659.1;transl_table=11,ECK2188:JW2184:b2196,ECK2188,JW2184,b2196,NA,NA,gene-ccmF,cds-BAE76659.1,CDS,protein_coding,ccmF,heme lyase%2C CcmF subunit
AP009048.1,DDBJ,CDS,2298235,2298714,.,-,0,ID=cds-BAE76660.1;Parent=gene-ccmE;Dbxref=NCBI_GP:BAE76660.1;Name=BAE76660.1;Note=ECK2189:JW2185:b2197;gbkey=CDS;gene=ccmE;product=periplasmic heme chaperone;protein_id=BAE76660.1;transl_table=11,ECK2189:JW2185:b2197,ECK2189,JW2185,b2197,NA,NA,gene-ccmE,cds-BAE76660.1,CDS,protein_coding,ccmE,periplasmic heme chaperone
AP009048.1,DDBJ,CDS,2298711,2298920,.,-,0,ID=cds-BAE76661.1;Parent=gene-ccmD;Dbxref=NCBI_GP:BAE76661.1;Name=BAE76661.1;Note=ECK2190:JW2186:b2198;gbkey=CDS;gene=ccmD;product=cytochrome c biogenesis protein;protein_id=BAE76661.1;transl_table=11,ECK2190:JW2186:b2198,ECK2190,JW2186,b2198,NA,NA,gene-ccmD,cds-BAE76661.1,CDS,protein_coding,ccmD,cytochrome c biogenesis protein
AP009048.1,DDBJ,CDS,2298917,2299654,.,-,0,ID=cds-BAE76662.1;Parent=gene-ccmC;Dbxref=NCBI_GP:BAE76662.1;Name=BAE76662.1;Note=ECK2191:JW2187:b2199%3B~membrane component of ABC superfamily;gbkey=CDS;gene=ccmC;product=heme exporter subunit;protein_id=BAE76662.1;transl_table=11,ECK2191:JW2187:b2199%3B~membrane component of ABC superfamily,ECK2191,JW2187,b2199,NA,NA,gene-ccmC,cds-BAE76662.1,CDS,protein_coding,ccmC,heme exporter subunit
AP009048.1,DDBJ,CDS,2299696,2300358,.,-,0,ID=cds-BAE76663.1;Parent=gene-ccmB;Dbxref=NCBI_GP:BAE76663.1;Name=BAE76663.1;Note=ECK2192:JW2188:b2200%3B~membrane component of ABC superfamily;gbkey=CDS;gene=ccmB;product=heme exporter subunit;protein_id=BAE76663.1;transl_table=11,ECK2192:JW2188:b2200%3B~membrane component of ABC superfamily,ECK2192,JW2188,b2200,NA,NA,gene-ccmB,cds-BAE76663.1,CDS,protein_coding,ccmB,heme exporter subunit
AP009048.1,DDBJ,CDS,2300355,2300978,.,-,0,ID=cds-BAE76664.1;Parent=gene-ccmA;Dbxref=NCBI_GP:BAE76664.1;Name=BAE76664.1;Note=ATP-binding component of ABC superfamily%3B~ECK2193:JW5366:b2201;gbkey=CDS;gene=ccmA;product=heme exporter subunit;protein_id=BAE76664.1;transl_table=11,ECK2193:JW5366:b2201,ECK2193,JW5366,b2201,NA,NA,gene-ccmA,cds-BAE76664.1,CDS,protein_coding,ccmA,heme exporter subunit
AP009048.1,DDBJ,CDS,2300991,2301593,.,-,0,ID=cds-BAE76665.1;Parent=gene-napC;Dbxref=NCBI_GP:BAE76665.1;Name=BAE76665.1;Note=ECK2194:JW2190:b2202;gbkey=CDS;gene=napC;product=nitrate reductase%2C cytochrome c-type%2Cperiplasmic;protein_id=BAE76665.1;transl_table=11,ECK2194:JW2190:b2202,ECK2194,JW2190,b2202,NA,NA,gene-napC,cds-BAE76665.1,CDS,protein_coding,napC,nitrate reductase%2C cytochrome c-type%2Cperiplasmic
AP009048.1,DDBJ,CDS,2301603,2302052,.,-,0,ID=cds-BAE76666.1;Parent=gene-napB;Dbxref=NCBI_GP:BAE76666.1;Name=BAE76666.1;Note=ECK2195:JW5367:b2203;gbkey=CDS;gene=napB;product=nitrate reductase%2C small%2C cytochrome C550 subunit%2C periplasmic;protein_id=BAE76666.1;transl_table=11,ECK2195:JW5367:b2203,ECK2195,JW5367,b2203,NA,NA,gene-napB,cds-BAE76666.1,CDS,protein_coding,napB,nitrate reductase%2C small%2C cytochrome C550 subunit%2C periplasmic
AP009048.1,DDBJ,CDS,2302049,2302912,.,-,0,ID=cds-BAE76667.1;Parent=gene-napH;Dbxref=NCBI_GP:BAE76667.1;Name=BAE76667.1;Note=ECK2196:JW2192:b2204;gbkey=CDS;gene=napH;product=ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB);protein_id=BAE76667.1;transl_table=11,ECK2196:JW2192:b2204,ECK2196,JW2192,b2204,NA,NA,gene-napH,cds-BAE76667.1,CDS,protein_coding,napH,ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)
AP009048.1,DDBJ,CDS,2302899,2303594,.,-,0,ID=cds-BAE76668.1;Parent=gene-napG;Dbxref=NCBI_GP:BAE76668.1;Name=BAE76668.1;Note=ECK2197:JW2193:b2205;gbkey=CDS;gene=napG;product=ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB);protein_id=BAE76668.1;transl_table=11,ECK2197:JW2193:b2205,ECK2197,JW2193,b2205,NA,NA,gene-napG,cds-BAE76668.1,CDS,protein_coding,napG,ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)
AP009048.1,DDBJ,CDS,2303601,2306087,.,-,0,ID=cds-BAA15989.2;Parent=gene-napA;Dbxref=NCBI_GP:BAA15989.2;Name=BAA15989.2;Note=ECK2198:JW2194:b2206;gbkey=CDS;gene=napA;product=nitrate reductase%2C periplasmic%2C large subunit;protein_id=BAA15989.2;transl_table=11,ECK2198:JW2194:b2206,ECK2198,JW2194,b2206,NA,NA,gene-napA,cds-BAA15989.2,CDS,protein_coding,napA,nitrate reductase%2C periplasmic%2C large subunit
AP009048.1,DDBJ,CDS,2306084,2306347,.,-,0,ID=cds-BAA15990.1;Parent=gene-napD;Dbxref=NCBI_GP:BAA15990.1;Name=BAA15990.1;Note=ECK2199:JW2195:b2207;gbkey=CDS;gene=napD;product=assembly protein for periplasmic nitrate reductase;protein_id=BAA15990.1;transl_table=11,ECK2199:JW2195:b2207,ECK2199,JW2195,b2207,NA,NA,gene-napD,cds-BAA15990.1,CDS,protein_coding,napD,assembly protein for periplasmic nitrate reductase
AP009048.1,DDBJ,CDS,2306337,2306831,.,-,0,ID=cds-BAA15991.1;Parent=gene-napF;Dbxref=NCBI_GP:BAA15991.1;Name=BAA15991.1;Note=ECK2200:JW2196:b2208;gbkey=CDS;gene=napF;product=ferredoxin-type protein%2C predicted role in electron transfer to periplasmic nitrate reductase (NapA);protein_id=BAA15991.1;transl_table=11,ECK2200:JW2196:b2208,ECK2200,JW2196,b2208,NA,NA,gene-napF,cds-BAA15991.1,CDS,protein_coding,napF,ferredoxin-type protein%2C predicted role in electron transfer to periplasmic nitrate reductase (NapA)
AP009048.1,DDBJ,CDS,2307239,2307727,.,+,0,ID=cds-BAA15992.1;Parent=gene-eco;Dbxref=NCBI_GP:BAA15992.1;Name=BAA15992.1;Note=ECK2201:JW2197:b2209;gbkey=CDS;gene=eco;product=ecotin%2C a serine protease inhibitor;protein_id=BAA15992.1;transl_table=11,ECK2201:JW2197:b2209,ECK2201,JW2197,b2209,NA,NA,gene-eco,cds-BAA15992.1,CDS,protein_coding,eco,ecotin%2C a serine protease inhibitor
AP009048.1,DDBJ,CDS,2308442,2310088,.,-,0,ID=cds-BAA15993.1;Parent=gene-mqo;Dbxref=NCBI_GP:BAA15993.1;Name=BAA15993.1;Note=ECK2202:JW2198:b2210;gbkey=CDS;gene=mqo;product=malate dehydrogenase%2C FAD/NAD(P)-binding domain;protein_id=BAA15993.1;transl_table=11,ECK2202:JW2198:b2210,ECK2202,JW2198,b2210,NA,NA,gene-mqo,cds-BAA15993.1,CDS,protein_coding,mqo,malate dehydrogenase%2C FAD/NAD(P)-binding domain
AP009048.1,DDBJ,CDS,2310306,2311949,.,-,0,ID=cds-BAA15994.1;Parent=gene-yojI;Dbxref=NCBI_GP:BAA15994.1;Name=BAA15994.1;Note=ECK2203:JW2199:b2211;gbkey=CDS;gene=yojI;product=fused predicted multidrug transport subunits and membrane component and ATP-binding component of ABC superfamily;protein_id=BAA15994.1;transl_table=11,ECK2203:JW2199:b2211,ECK2203,JW2199,b2211,NA,NA,gene-yojI,cds-BAA15994.1,CDS,protein_coding,yojI,fused predicted multidrug transport subunits and membrane component and ATP-binding component of ABC superfamily
AP009048.1,DDBJ,CDS,2312025,2312675,.,-,0,ID=cds-BAA15995.1;Parent=gene-alkB;Dbxref=NCBI_GP:BAA15995.1;Name=BAA15995.1;Note=ECK2204:JW2200:b2212;gbkey=CDS;gene=alkB;product=oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions;protein_id=BAA15995.1;transl_table=11,ECK2204:JW2200:b2212,ECK2204,JW2200,b2212,NA,NA,gene-alkB,cds-BAA15995.1,CDS,protein_coding,alkB,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions
AP009048.1,DDBJ,CDS,2312675,2313739,.,-,0,ID=cds-BAA15996.1;Parent=gene-ada;Dbxref=NCBI_GP:BAA15996.1;Name=BAA15996.1;Note=ECK2205:JW2201:b2213;gbkey=CDS;gene=ada;product=fused DNA-binding transcriptional dual regulator and O6-methylguanine-DNA methyltransferase;protein_id=BAA15996.1;transl_table=11,ECK2205:JW2201:b2213,ECK2205,JW2201,b2213,NA,NA,gene-ada,cds-BAA15996.1,CDS,protein_coding,ada,fused DNA-binding transcriptional dual regulator and O6-methylguanine-DNA methyltransferase
AP009048.1,DDBJ,CDS,2313813,2314868,.,-,0,ID=cds-BAA15997.2;Parent=gene-yojL;Dbxref=NCBI_GP:BAA15997.2;Name=BAA15997.2;Note=ECK2206:JW5368:b2214;gbkey=CDS;gene=yojL;product=predicted thiamine biosynthesis lipoprotein;protein_id=BAA15997.2;transl_table=11,ECK2206:JW5368:b2214,ECK2206,JW5368,b2214,NA,NA,gene-yojL,cds-BAA15997.2,CDS,protein_coding,yojL,predicted thiamine biosynthesis lipoprotein
AP009048.1,DDBJ,CDS,2314980,2316083,.,-,0,ID=cds-BAA15998.1;Parent=gene-ompC;Dbxref=NCBI_GP:BAA15998.1;Name=BAA15998.1;Note=ECK2207:JW2203:b2215;gbkey=CDS;gene=ompC;product=outer membrane porin protein C;protein_id=BAA15998.1;transl_table=11,ECK2207:JW2203:b2215,ECK2207,JW2203,b2215,NA,NA,gene-ompC,cds-BAA15998.1,CDS,protein_coding,ompC,outer membrane porin protein C
AP009048.1,DDBJ,transcript,2316418,2316510,.,+,.,ID=rna-micF;Parent=gene-micF;Note=ECK2208:JWR0043:b4439;gbkey=misc_RNA;gene=micF;product=regulatory sRNA,ECK2208:JWR0043:b4439,ECK2208,JWR0043,b4439,NA,NA,gene-micF,rna-micF,misc_RNA,misc_RNA,micF,regulatory sRNA
AP009048.1,DDBJ,exon,2316418,2316510,.,+,.,ID=exon-micF-1;Parent=rna-micF;Note=ECK2208:JWR0043:b4439;gbkey=misc_RNA;gene=micF;product=regulatory sRNA,ECK2208:JWR0043:b4439,ECK2208,JWR0043,b4439,NA,NA,rna-micF,exon-micF-1,misc_RNA,misc_RNA,micF,regulatory sRNA
AP009048.1,DDBJ,CDS,2316822,2319494,.,+,0,ID=cds-BAA15999.1;Parent=gene-rcsD;Dbxref=NCBI_GP:BAA15999.1;Name=BAA15999.1;Note=ECK2209:JW2204:b2216;gbkey=CDS;gene=rcsD;product=phosphotransfer intermediate protein in two-component regulatory system with RcsBC;protein_id=BAA15999.1;transl_table=11,ECK2209:JW2204:b2216,ECK2209,JW2204,b2216,NA,NA,gene-rcsD,cds-BAA15999.1,CDS,protein_coding,rcsD,phosphotransfer intermediate protein in two-component regulatory system with RcsBC
AP009048.1,DDBJ,CDS,2319511,2320161,.,+,0,ID=cds-BAA16000.1;Parent=gene-rcsB;Dbxref=NCBI_GP:BAA16000.1;Name=BAA16000.1;Note=ECK2210:JW2205:b2217;gbkey=CDS;gene=rcsB;product=DNA-binding response regulator in two-component regulatory system with RcsC and YojN;protein_id=BAA16000.1;transl_table=11,ECK2210:JW2205:b2217,ECK2210,JW2205,b2217,NA,NA,gene-rcsB,cds-BAA16000.1,CDS,protein_coding,rcsB,DNA-binding response regulator in two-component regulatory system with RcsC and YojN
AP009048.1,DDBJ,CDS,2320361,2320735,.,-,0,ID=cds-BAA16001.2;Parent=gene-rcsC;Dbxref=NCBI_GP:BAA16001.2;Name=BAA16001.2;Note=ECK2211:JW5917:b2218;gbkey=CDS;gene=rcsC;product=hybrid sensory kinase in two-component regulatory system with RcsB and YojN;protein_id=BAA16001.2;transl_table=11,ECK2211:JW5917:b2218,ECK2211,JW5917,b2218,NA,NA,gene-rcsC,cds-BAA16001.2,CDS,protein_coding,rcsC,hybrid sensory kinase in two-component regulatory system with RcsB and YojN
AP009048.1,DDBJ,CDS,2322075,2324498,.,-,0,ID=cds-BAA16014.1;Parent=gene-rcsC;Dbxref=NCBI_GP:BAA16014.1;Name=BAA16014.1;Note=ECK2211:JW5920:b2218;gbkey=CDS;gene=rcsC;product=hybrid sensory kinase in two-component regulatory system with RcsB and YojN;protein_id=BAA16014.1;transl_table=11,ECK2211:JW5920:b2218,ECK2211,JW5920,b2218,NA,NA,gene-rcsC,cds-BAA16014.1,CDS,protein_coding,rcsC,hybrid sensory kinase in two-component regulatory system with RcsB and YojN
AP009048.1,DDBJ,sequence_feature,2320361,2324498,.,-,.,ID=id-rcsC;Note=ECK2211:JW5920+JW5917:b2218%3B~IS is inserted%2C intact rcsC is found in strain MG1655;gbkey=misc_feature;gene=rcsC;product=hybrid sensory kinase in two-component regulatory system with RcsB and YojN,ECK2211:JW5920+JW5917:b2218%3B~IS is inserted%2C intact rcsC is found in strain MG1655,ECK2211,JW5920;JW5917,b2218,NA,NA,NA,id-rcsC,misc_feature,NA,rcsC,hybrid sensory kinase in two-component regulatory system with RcsB and YojN
AP009048.1,DDBJ,CDS,2324713,2326539,.,+,0,ID=cds-BAA16015.1;Parent=gene-atoS;Dbxref=NCBI_GP:BAA16015.1;Name=BAA16015.1;Note=ECK2212:JW2213:b2219;gbkey=CDS;gene=atoS;product=sensory histidine kinase in two-component regulatory system with AtoC;protein_id=BAA16015.1;transl_table=11,ECK2212:JW2213:b2219,ECK2212,JW2213,b2219,NA,NA,gene-atoS,cds-BAA16015.1,CDS,protein_coding,atoS,sensory histidine kinase in two-component regulatory system with AtoC
AP009048.1,DDBJ,CDS,2326536,2327921,.,+,0,ID=cds-BAA16016.1;Parent=gene-atoC;Dbxref=NCBI_GP:BAA16016.1;Name=BAA16016.1;Note=ECK2213:JW2214:b2220;gbkey=CDS;gene=atoC;product=fused response regulator of ato opeon%2C in two-component system with AtoS;protein_id=BAA16016.1;transl_table=11,ECK2213:JW2214:b2220,ECK2213,JW2214,b2220,NA,NA,gene-atoC,cds-BAA16016.1,CDS,protein_coding,atoC,fused response regulator of ato opeon%2C in two-component system with AtoS
AP009048.1,DDBJ,CDS,2328117,2328779,.,+,0,ID=cds-BAA16017.1;Parent=gene-atoD;Dbxref=NCBI_GP:BAA16017.1;Name=BAA16017.1;Note=ECK2214:JW2215:b2221;gbkey=CDS;gene=atoD;product=acetyl-CoA:acetoacetyl-CoA transferase%2C alpha subunit;protein_id=BAA16017.1;transl_table=11,ECK2214:JW2215:b2221,ECK2214,JW2215,b2221,NA,NA,gene-atoD,cds-BAA16017.1,CDS,protein_coding,atoD,acetyl-CoA:acetoacetyl-CoA transferase%2C alpha subunit
AP009048.1,DDBJ,CDS,2328779,2329429,.,+,0,ID=cds-BAA16018.1;Parent=gene-atoA;Dbxref=NCBI_GP:BAA16018.1;Name=BAA16018.1;Note=ECK2215:JW2216:b2222;gbkey=CDS;gene=atoA;product=acetyl-CoA:acetoacetyl-CoA transferase%2C beta subunit;protein_id=BAA16018.1;transl_table=11,ECK2215:JW2216:b2222,ECK2215,JW2216,b2222,NA,NA,gene-atoA,cds-BAA16018.1,CDS,protein_coding,atoA,acetyl-CoA:acetoacetyl-CoA transferase%2C beta subunit
AP009048.1,DDBJ,CDS,2329426,2330748,.,+,0,ID=cds-BAA16019.1;Parent=gene-atoE;Dbxref=NCBI_GP:BAA16019.1;Name=BAA16019.1;Note=ECK2216:JW2217:b2223;gbkey=CDS;gene=atoE;product=short chain fatty acid transporter;protein_id=BAA16019.1;transl_table=11,ECK2216:JW2217:b2223,ECK2216,JW2217,b2223,NA,NA,gene-atoE,cds-BAA16019.1,CDS,protein_coding,atoE,short chain fatty acid transporter
AP009048.1,DDBJ,CDS,2330779,2331963,.,+,0,ID=cds-BAA16020.1;Parent=gene-atoB;Dbxref=NCBI_GP:BAA16020.1;Name=BAA16020.1;Note=ECK2217:JW2218:b2224;gbkey=CDS;gene=atoB;product=acetyl-CoA acetyltransferase;protein_id=BAA16020.1;transl_table=11,ECK2217:JW2218:b2224,ECK2217,JW2218,b2224,NA,NA,gene-atoB,cds-BAA16020.1,CDS,protein_coding,atoB,acetyl-CoA acetyltransferase
AP009048.1,DDBJ,CDS,2332037,2332813,.,-,0,ID=cds-BAE76669.1;Parent=gene-yfaP;Dbxref=NCBI_GP:BAE76669.1;Name=BAE76669.1;Note=ECK2218:JW2219:b2225;gbkey=CDS;gene=yfaP;product=conserved hypothetical protein;protein_id=BAE76669.1;transl_table=11,ECK2218:JW2219:b2225,ECK2218,JW2219,b2225,NA,NA,gene-yfaP,cds-BAE76669.1,CDS,protein_coding,yfaP,conserved hypothetical protein
AP009048.1,DDBJ,CDS,2332818,2334467,.,-,0,ID=cds-BAE76670.1;Parent=gene-yfaQ;Dbxref=NCBI_GP:BAE76670.1;Name=BAE76670.1;Note=ECK2219:JW2220:b2226;gbkey=CDS;gene=yfaQ;product=hypothetical protein;protein_id=BAE76670.1;transl_table=11,ECK2219:JW2220:b2226,ECK2219,JW2220,b2226,NA,NA,gene-yfaQ,cds-BAE76670.1,CDS,protein_coding,yfaQ,hypothetical protein
AP009048.1,DDBJ,CDS,2334468,2339072,.,-,0,ID=cds-yfaS;Parent=gene-yfaS;Note=ECK2220:JW2222+JW2221:b4500%3B~hypothetical protein;gbkey=CDS;gene=yfaS;pseudo=true;transl_table=11,ECK2220:JW2222+JW2221:b4500%3B~hypothetical protein,ECK2220,JW2222;JW2221,b4500,NA,NA,gene-yfaS,cds-yfaS,CDS,pseudogene,yfaS,NA
AP009048.1,DDBJ,CDS,2334468,2334953,.,-,0,ID=cds-yfaS-2;Parent=gene-yfaS;Note=ECK2220:JW2221:b2227%3B~hypothetical protein%2C C-ter fragment;gbkey=CDS;gene=yfaS;pseudo=true;transl_table=11,ECK2220:JW2221:b2227%3B~hypothetical protein%2C C-ter fragment,ECK2220,JW2221,b2227,NA,NA,gene-yfaS,cds-yfaS-2,CDS,pseudogene,yfaS,NA
AP009048.1,DDBJ,CDS,2334969,2339072,.,-,0,ID=cds-yfaS-3;Parent=gene-yfaS;Note=ECK2220:JW2222:b2228%3B~hypothetical protein%2C N-ter fragment;gbkey=CDS;gene=yfaS;pseudo=true;transl_table=11,ECK2220:JW2222:b2228%3B~hypothetical protein%2C N-ter fragment,ECK2220,JW2222,b2228,NA,NA,gene-yfaS,cds-yfaS-3,CDS,pseudogene,yfaS,NA
AP009048.1,DDBJ,CDS,2339006,2339629,.,-,0,ID=cds-BAE76671.1;Parent=gene-yfaT;Dbxref=NCBI_GP:BAE76671.1;Name=BAE76671.1;Note=ECK2221:JW2223:b2229;gbkey=CDS;gene=yfaT;product=hypothetical protein;protein_id=BAE76671.1;transl_table=11,ECK2221:JW2223:b2229,ECK2221,JW2223,b2229,NA,NA,gene-yfaT,cds-BAE76671.1,CDS,protein_coding,yfaT,hypothetical protein
AP009048.1,DDBJ,CDS,2339626,2341314,.,-,0,ID=cds-BAA16047.1;Parent=gene-yfaA;Dbxref=NCBI_GP:BAA16047.1;Name=BAA16047.1;Note=ECK2222:JW2224:b2230;gbkey=CDS;gene=yfaA;product=hypothetical protein;protein_id=BAA16047.1;transl_table=11,ECK2222:JW2224:b2230,ECK2222,JW2224,b2230,NA,NA,gene-yfaA,cds-BAA16047.1,CDS,protein_coding,yfaA,hypothetical protein
AP009048.1,DDBJ,CDS,2341463,2344090,.,-,0,ID=cds-BAA16048.1;Parent=gene-gyrA;Dbxref=NCBI_GP:BAA16048.1;Name=BAA16048.1;Note=ECK2223:JW2225:b2231;gbkey=CDS;gene=gyrA;product=DNA gyrase (type II topoisomerase)%2C subunit A;protein_id=BAA16048.1;transl_table=11,ECK2223:JW2225:b2231,ECK2223,JW2225,b2231,NA,NA,gene-gyrA,cds-BAA16048.1,CDS,protein_coding,gyrA,DNA gyrase (type II topoisomerase)%2C subunit A
AP009048.1,DDBJ,CDS,2344237,2344959,.,+,0,ID=cds-BAA16049.1;Parent=gene-ubiG;Dbxref=NCBI_GP:BAA16049.1;Name=BAA16049.1;Note=ECK2224:JW2226:b2232;gbkey=CDS;gene=ubiG;product=bifunctional 3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase;protein_id=BAA16049.1;transl_table=11,ECK2224:JW2226:b2232,ECK2224,JW2226,b2232,NA,NA,gene-ubiG,cds-BAA16049.1,CDS,protein_coding,ubiG,bifunctional 3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase
AP009048.1,DDBJ,CDS,2345087,2348839,.,-,0,ID=cds-BAA16050.2;Parent=gene-yfaL;Dbxref=NCBI_GP:BAA16050.2;Name=BAA16050.2;Note=ECK2225:JW2227:b2233;gbkey=CDS;gene=yfaL;product=adhesin;protein_id=BAA16050.2;transl_table=11,ECK2225:JW2227:b2233,ECK2225,JW2227,b2233,NA,NA,gene-yfaL,cds-BAA16050.2,CDS,protein_coding,yfaL,adhesin
AP009048.1,DDBJ,CDS,2349535,2351820,.,+,0,ID=cds-BAA16053.1;Parent=gene-nrdA;Dbxref=NCBI_GP:BAA16053.1;Name=BAA16053.1;Note=ECK2226:JW2228:b2234;gbkey=CDS;gene=nrdA;product=ribonucleoside diphosphate reductase 1%2C alpha subunit;protein_id=BAA16053.1;transl_table=11,ECK2226:JW2228:b2234,ECK2226,JW2228,b2234,NA,NA,gene-nrdA,cds-BAA16053.1,CDS,protein_coding,nrdA,ribonucleoside diphosphate reductase 1%2C alpha subunit
AP009048.1,DDBJ,CDS,2352054,2353184,.,+,0,ID=cds-BAA16054.1;Parent=gene-nrdB;Dbxref=NCBI_GP:BAA16054.1;Name=BAA16054.1;Note=ECK2227:JW2229:b2235;gbkey=CDS;gene=nrdB;product=ribonucleoside diphosphate reductase 1%2C beta subunit%2C ferritin-like;protein_id=BAA16054.1;transl_table=11,ECK2227:JW2229:b2235,ECK2227,JW2229,b2235,NA,NA,gene-nrdB,cds-BAA16054.1,CDS,protein_coding,nrdB,ribonucleoside diphosphate reductase 1%2C beta subunit%2C ferritin-like
AP009048.1,DDBJ,CDS,2353184,2353438,.,+,0,ID=cds-BAA16055.1;Parent=gene-yfaE;Dbxref=NCBI_GP:BAA16055.1;Name=BAA16055.1;Note=ECK2228:JW2230:b2236;gbkey=CDS;gene=yfaE;product=predicted 2Fe-2S cluster-containing protein;protein_id=BAA16055.1;transl_table=11,ECK2228:JW2230:b2236,ECK2228,JW2230,b2236,NA,NA,gene-yfaE,cds-BAA16055.1,CDS,protein_coding,yfaE,predicted 2Fe-2S cluster-containing protein
AP009048.1,DDBJ,CDS,2353492,2354142,.,-,0,ID=cds-BAA16056.1;Parent=gene-inaA;Dbxref=NCBI_GP:BAA16056.1;Name=BAA16056.1;Note=ECK2229:JW2231:b2237;gbkey=CDS;gene=inaA;product=conserved hypothetical protein;protein_id=BAA16056.1;transl_table=11,ECK2229:JW2231:b2237,ECK2229,JW2231,b2237,NA,NA,gene-inaA,cds-BAA16056.1,CDS,protein_coding,inaA,conserved hypothetical protein
AP009048.1,DDBJ,CDS,2354357,2354563,.,+,0,ID=cds-BAA16057.1;Parent=gene-yfaH;Dbxref=NCBI_GP:BAA16057.1;Name=BAA16057.1;Note=ECK2230:JW2232:b2238;gbkey=CDS;gene=yfaH;product=conserved hypothetical protein;protein_id=BAA16057.1;transl_table=11,ECK2230:JW2232:b2238,ECK2230,JW2232,b2238,NA,NA,gene-yfaH,cds-BAA16057.1,CDS,protein_coding,yfaH,conserved hypothetical protein
AP009048.1,DDBJ,CDS,2354605,2355681,.,-,0,ID=cds-BAA16058.1;Parent=gene-glpQ;Dbxref=NCBI_GP:BAA16058.1;Name=BAA16058.1;Note=ECK2231:JW2233:b2239;gbkey=CDS;gene=glpQ;product=periplasmic glycerophosphodiester phosphodiesterase;protein_id=BAA16058.1;transl_table=11,ECK2231:JW2233:b2239,ECK2231,JW2233,b2239,NA,NA,gene-glpQ,cds-BAA16058.1,CDS,protein_coding,glpQ,periplasmic glycerophosphodiester phosphodiesterase
AP009048.1,DDBJ,CDS,2355686,2357044,.,-,0,ID=cds-BAA16059.1;Parent=gene-glpT;Dbxref=NCBI_GP:BAA16059.1;Name=BAA16059.1;Note=ECK2232:JW2234:b2240;gbkey=CDS;gene=glpT;product=sn-glycerol-3-phosphate transporter;protein_id=BAA16059.1;transl_table=11,ECK2232:JW2234:b2240,ECK2232,JW2234,b2240,NA,NA,gene-glpT,cds-BAA16059.1,CDS,protein_coding,glpT,sn-glycerol-3-phosphate transporter
AP009048.1,DDBJ,CDS,2357317,2358945,.,+,0,ID=cds-BAA16060.1;Parent=gene-glpA;Dbxref=NCBI_GP:BAA16060.1;Name=BAA16060.1;Note=ECK2233:JW2235:b2241;gbkey=CDS;gene=glpA;product=sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C large subunit%2C FAD/NAD(P)-binding;protein_id=BAA16060.1;transl_table=11,ECK2233:JW2235:b2241,ECK2233,JW2235,b2241,NA,NA,gene-glpA,cds-BAA16060.1,CDS,protein_coding,glpA,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C large subunit%2C FAD/NAD(P)-binding
AP009048.1,DDBJ,CDS,2358935,2360194,.,+,0,ID=cds-BAA16061.1;Parent=gene-glpB;Dbxref=NCBI_GP:BAA16061.1;Name=BAA16061.1;Note=ECK2234:JW2236:b2242;gbkey=CDS;gene=glpB;product=sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C membrane anchor subunit;protein_id=BAA16061.1;transl_table=11,ECK2234:JW2236:b2242,ECK2234,JW2236,b2242,NA,NA,gene-glpB,cds-BAA16061.1,CDS,protein_coding,glpB,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C membrane anchor subunit
AP009048.1,DDBJ,CDS,2360191,2361381,.,+,0,ID=cds-BAA16062.1;Parent=gene-glpC;Dbxref=NCBI_GP:BAA16062.1;Name=BAA16062.1;Note=ECK2235:JW2237:b2243;gbkey=CDS;gene=glpC;product=sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C small subunit;protein_id=BAA16062.1;transl_table=11,ECK2235:JW2237:b2243,ECK2235,JW2237,b2243,NA,NA,gene-glpC,cds-BAA16062.1,CDS,protein_coding,glpC,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C small subunit
