# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Transcription Unit ID regulated by the TF (regulated Transcription Unit)
## (5) regulatedName. Transcription Unit regulated by the TF (regulated Transcription Unit)
## (6) function. Regulatory Function of the TF on the regulated Transcription Unit (+ activator, - repressor, +- dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03097	pyrC[pyrCp]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03101	sodA[sodAp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03138	cyoABCDE[cyoAp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03141	fumC[fumCp2]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03157	fur[furpa]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03172	flhDC[flhDp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03186	fecABCDE[fecAp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03193	ndh[ndhp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03194	fumB[fumBp]	+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03198	fepA-entD[fepAp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03199	fepB[fepBp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03200	fepDGC[fepDp1]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03201	entCEBA-ybdB[entCp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03202	tonB[tonBp]	-+	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03217	gltBDF[gltBp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03244	zwf[zwfp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03246	soxS[soxSp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03256	oppABCDF[oppAp]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03299	exbBD[exbBp]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03303	feoABC[feoAp]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03304	fes-ybdZ-entF-fepE[fesp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03462	rpoS[rpoSp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03476	soxR[soxRp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03479	fecIR[fecIp]	-	C 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03541	lpdA[lpdAp]	-+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03542	sdhCDAB-sucABCD-sdhX[sdhCp]	+	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03545	uxuAB[uxuAp]	+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03606	garPLRK-rnpB[garPp]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03639	glnK-+amtB[glnKp]	-+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03642	paaABCDEFGHIJK[paaAp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03648	nac[nacp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03652	hmp[hmpp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03826	nrdHIEF[nrdHp]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03837	grcA[grcAp1]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03855	gdhA[gdhAp]	-+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03872	yjcH-actP[]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03873	argF-xynR[]	+	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03874	dmsABC[]	+	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03875	glpFK[]	+	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03876	sdhCDAB[]	-+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03877	manXYZ-yobD[]	+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03878	tauABC[]	-	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03880	fepA-entD[]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03881	fhuACDB[]	-	S 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03882	glnLG[]	+	W 
RDBECOLITFC00093	Fur	fur	RDBECOLITUC03883	dppBCDF[]	+	S 
RDBECOLITFC00094	QseB	qseB	RDBECOLITUC02042	feaR[feaRp1]	+	W 
RDBECOLITFC00094	QseB	qseB	RDBECOLITUC02043	feaR[feaRp2]	-	W 
RDBECOLITFC00094	QseB	qseB	RDBECOLITUC03172	flhDC[flhDp]	+	W 
RDBECOLITFC00094	QseB	qseB	RDBECOLITUC03558	fimAICDFGH[fimAp]	+	W 
RDBECOLITFC00094	QseB	qseB	RDBECOLITUC03786	qseBC[qseBp2]	+	S 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC00198	ykiA[ykiAp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC00500	ynbABCD[ynbAp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC00631	ynjI[ynjIp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC00684	yecT[yecTp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC01028	yqhG[yqhGp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC01086	sfsB[sfsBp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC01996	leuO[leuOp2]	+	S 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC02022	bglG[bglGp1]	+	S 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC02051	bglG[bglGp2]	+	S 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC02329	bglGFB[bglGp1]	+	S 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC02783	yidL[yidLp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC02935	ygiZ[ygiZp]	+	W 
RDBECOLITFC00095	RcsB-BglJ	bglJ;rcsB	RDBECOLITUC03037	yehF[yehFp]	+	W 
RDBECOLITFC00096	AppY	appY	RDBECOLITUC02190	hyaABCDEF[hyaAp2]	+	W 
RDBECOLITFC00096	AppY	appY	RDBECOLITUC02288	appCBA-yccB[appCp2]	+	W 
RDBECOLITFC00096	AppY	appY	RDBECOLITUC03134	appCBA-yccB[appCp]	+	W 
RDBECOLITFC00096	AppY	appY	RDBECOLITUC03321	hyaABCDEF[hyaAp]	+	W 
RDBECOLITFC00097	RtcR	rtcR	RDBECOLITUC03645	rtcBA[rtcBp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00263	ybdN[ybdNp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00269	citCDEFXG[citCp1]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00270	dpiBA[dpiBp1]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00419	iraM[iraMp1]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00433	dsbB[]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00462	puuAP[puuAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00463	puuDRCBE[puuDp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00473	ynaJ[]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00783	mqo[]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00871	ndk[]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC00891	kgtP[]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01054	fadH[fadHp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01159	yhjE[]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01385	ydeA[ydeAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01653	dctA[dctAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01725	gadEF[gadEp3]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01793	dcuC[dcuCp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01813	glcDEFGBA[glcDp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01865	cydAB[cydAp3]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01866	cydAB[cydAp4]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01926	rutABCDEFG[rutAp]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01959	fadD-sroD[fadDp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01964	hemA-prfA-prmC[hemAp1]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC01977	appY[appYp2]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02002	rmf[rmfp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02011	fumAC[fumAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02016	sucAB[sucAp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02190	hyaABCDEF[hyaAp2]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02276	aceEF[aceEp2]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02288	appCBA-yccB[appCp2]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02291	gadAX[gadAp2]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02333	gadEF[gadEp1]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02367	fadIJ[fadIp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02457	ssb[ssbp2]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02458	ssb[ssbp1]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02471	aceEF[aceEp1]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02709	arcZ[arcZp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02767	yhgE[]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02920	yfiF[]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02964	fadE[fadEp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC02979	ompW[ompWp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03038	aceBAK[aceBp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03059	fnr[fnrp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03067	glpABC[glpAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03101	sodA[sodAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03102	ssb[ssbp3]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03106	uvrA[uvrAp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03117	fadL[fadLp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03134	appCBA-yccB[appCp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03137	cydAB[cydAp1]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03138	cyoABCDE[cyoAp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03139	sucABCD-sdhX[sucAp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03140	fumA[fumAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03141	fumC[fumCp2]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03142	gltA[gltAp1]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03143	icd[icdAp1]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03144	mdh[mdhp1]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03151	betIBA[betIp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03152	betT[betTp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03193	ndh[ndhp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03194	fumB[fumBp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03204	gatYZABCD[gatYp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03243	rhaT[rhaTp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03248	treBC[treBp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03250	fadBA[fadBp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03256	oppABCDF[oppAp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03281	caiTABCDE[caiTp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03288	cydDC[cydDp]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03321	hyaABCDEF[hyaAp]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03322	hybOABCDEFG[hybOp1]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03332	moeAB[moeAp]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03340	nuoABCEFGHIJKLMN[nuoAp2]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03372	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ[rpsJp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03393	ubiCA[ubiCp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03400	focA-pflB[focAp1]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03401	focA-pflB[focAp2]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03408	ackA[ackAp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03462	rpoS[rpoSp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03485	cadBA[cadBp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03541	lpdA[lpdAp]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03542	sdhCDAB-+sucABCD-+sdhX[sdhCp]	-+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03546	aldA[aldAp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03557	lldPRD[lldPp]	-	C 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03586	cydAB[cydAp2]	+	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03628	tpx[tpxp]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03638	gadAX[gadAp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03657	xylR[xylRp]	+	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03668	rsd[rsdp2]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03675	acnA[acnAp2]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03677	acnB[acnBp1]	-	W 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03835	ptsG[ptsGp1]	-	S 
RDBECOLITFC00098	ArcA	arcA	RDBECOLITUC03837	grcA[grcAp1]	+	W 
RDBECOLITFC00099	NfeR	nfeR	RDBECOLITUC02621	nfeF[yqjHp]	-	C 
RDBECOLITFC00099	NfeR	nfeR	RDBECOLITUC02841	nfeR[nfeRp]	-	C 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLITUC02325	csrB[csrBp]	+	C 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLITUC02330	csrC[csrCp]	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLITUC02551	ydeP[ydePp]	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLITUC03016	luxS[luxSp2]	+	S 
RDBECOLITFC00100	UvrY	uvrY	RDBECOLITUC03166	uhpTU[uhpTp]	+	S 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLITUC00315	ybhL[ybhLp]	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLITUC00373	gfcA[gfcAp]	-	S 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLITUC00454	ymiA-yciX[ymiAp]	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLITUC00895	yfiR-dgcN-yfiB[yfiRp]	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLITUC03086	ompC[ompCp1]	-	W 
RDBECOLITFC00101	YjjQ	yjjQ	RDBECOLITUC03172	flhDC[flhDp]	-	S 
RDBECOLITFC00102	GlpR	glpR	RDBECOLITUC03067	glpABC[glpAp]	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLITUC03068	glpD[glpDp]	-	C 
RDBECOLITFC00102	GlpR	glpR	RDBECOLITUC03208	glpFKX[glpFp]	-	S 
RDBECOLITFC00102	GlpR	glpR	RDBECOLITUC03251	glpTQ[glpTQp]	-	C 
RDBECOLITFC00103	SutR	sutR	RDBECOLITUC00513	sutR[sutRp]	-+	C 
RDBECOLITFC00103	SutR	sutR	RDBECOLITUC02434	cysE[cysEp]	-	S 
RDBECOLITFC00103	SutR	sutR	RDBECOLITUC02881	ydcO[]	-	C 
RDBECOLITFC00103	SutR	sutR	RDBECOLITUC03437	fliAZY[fliAp1]	-	S 
RDBECOLITFC00104	RhaR	rhaR	RDBECOLITUC02221	rhaSR[rhaSp2]	+	S 
RDBECOLITFC00104	RhaR	rhaR	RDBECOLITUC03100	rhaSR[rhaSp]	+	C 
RDBECOLITFC00105	CueR	cueR	RDBECOLITUC01860	copA[copAp]	+	C 
RDBECOLITFC00105	CueR	cueR	RDBECOLITUC01862	cueO[cueOp]	+	C 
RDBECOLITFC00105	CueR	cueR	RDBECOLITUC03330	moaABCDE[moaAp1]	-	W 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLITUC01734	uxaCA[uxaCp1]	+	W 
RDBECOLITFC00106	KdpE	kdpE	RDBECOLITUC03072	kdpFABC[kdpFp]	+	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLITUC00097	sgrR-sroA-thiBPQ[sgrRp]	-	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLITUC00098	sgrST-setA[sgrSp]	+	C 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLITUC00835	alaC[alaCp]	+	S 
RDBECOLITFC00107	SgrR	sgrR	RDBECOLITUC02209	sgrST-setA[sgrSp2]	+	C 
RDBECOLITFC00108	MetR	metR	RDBECOLITUC02598	metE[metEp]	+	C 
RDBECOLITFC00108	MetR	metR	RDBECOLITUC02599	metR[metRp1]	-	S 
RDBECOLITFC00108	MetR	metR	RDBECOLITUC02600	metR[metRp2]	-	C 
RDBECOLITFC00108	MetR	metR	RDBECOLITUC03079	metH[metHp1]	+	W 
RDBECOLITFC00108	MetR	metR	RDBECOLITUC03227	glyA[glyAp]	-+	C 
RDBECOLITFC00108	MetR	metR	RDBECOLITUC03652	hmp[hmpp]	+	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC00343	lysO[lysOp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC01091	yhcC[]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC01533	hisJQMP[hisJp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC02201	gltBDF[gltBp2]	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC02373	argG[argGp]	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC02592	artJ[artJp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC02666	argA[argAp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC02670	metY[metYp2]	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03041	argCBH[argCp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03042	argF[argFp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03043	argI[argIp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03044	argR[argRp1]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03145	carAB[carAp2]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03147	argD[argDp]	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03217	gltBDF[gltBp]	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03260	argE[argEp1]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03274	artPIQM[artPp]	-	C 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03575	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp2]	-	S 
RDBECOLITFC00109	ArgR	argR	RDBECOLITUC03823	astCADBE[astCp2]	+	S 
RDBECOLITFC00110	PspF	pspF	RDBECOLITUC01804	pspF[pspFp1]	-	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLITUC02388	pspG[pspGp]	+	C 
RDBECOLITFC00110	PspF	pspF	RDBECOLITUC03354	pspABCDE[pspAp]	+	C 
RDBECOLITFC00111	NorR	norR	RDBECOLITUC01418	norR[norRp]	-	C 
RDBECOLITFC00111	NorR	norR	RDBECOLITUC02161	norVW[norVp]	+	C 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC01040	nudF-yqiB-cpdA-yqiA-parE[]	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC01214	cbrB[]	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC01671	talA[talAp]	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC01703	creD[creDp]	+	S 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC01990	cbrA[]	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC01991	recG[]	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC02614	ackA-pta[]	+	W 
RDBECOLITFC00112	CreB	creB	RDBECOLITUC03075	malEFGH[malEp]	-	W 
RDBECOLITFC00113	PaaX	paaX	RDBECOLITUC03615	paaZ[paaZp]	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLITUC03642	paaABCDEFGHIJK[paaAp]	-	C 
RDBECOLITFC00113	PaaX	paaX	RDBECOLITUC03679	paaXY[paaXp]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC00386	ycdZ[ycdZp4]	-	W 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC02396	cytR[cytRp]	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03055	deoCABD[deoCp2]	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03120	rpoH[rpoHp5]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03121	rpoH[rpoHp4]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03165	nupG[nupGp]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03170	udp[udpP]	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03182	nupC[nupCp]	-	W 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03448	rpoH[rpoHp3]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03470	tsx[tsxp2]	-	C 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03482	ppiA[ppiAp2]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03483	ppiA[ppiAp3]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03484	ppiA[ppiAp4]	-	S 
RDBECOLITFC00114	CytR	cytR	RDBECOLITUC03683	cdd[cddp]	-	C 
RDBECOLITFC00115	MatA	matA	RDBECOLITUC00166	ecpA[ecpAp]	+	S 
RDBECOLITFC00115	MatA	matA	RDBECOLITUC00167	ecpR[ecpRp]	+	S 
RDBECOLITFC00115	MatA	matA	RDBECOLITUC01753	flhDC[flhDp2]	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLITUC01782	fliCX[fliCp]	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLITUC03172	flhDC[flhDp]	-	S 
RDBECOLITFC00115	MatA	matA	RDBECOLITUC03437	fliAZY[fliAp1]	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLITUC01513	mreB[mreBp1]	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLITUC02112	csgA[csgAp]	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLITUC02279	csgDEFG[csgDp3]	+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLITUC02955	dacC[dacCp]	-+	W 
RDBECOLITFC00116	BolA	bolA	RDBECOLITUC03334	mreBCD[mreBp1]	-	S 
RDBECOLITFC00116	BolA	bolA	RDBECOLITUC03563	ampC[ampCp]	-+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITUC01286	yjbE[yjbEp1]	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITUC01432	yjbEFGH[yjbEp1]	+	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITUC02279	csgDEFG[csgDp3]	-	W 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITUC03172	flhDC[flhDp]	-	C 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITUC03242	wza-wzb-wzc-wcaAB[wzap1]	+	C 
RDBECOLITFC00117	RcsAB	rcsB;rcsA	RDBECOLITUC03415	csgDEFG[csgDp1]	-	W 
