# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) pmName. Promoter Name
## (7) terminatorIds. Ids of the terminators associated to transcription unit
## (8) tuEvidence. Evidence that supports the existence of the transcription unit
## (9) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (10) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (11) pmids associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)pmName	7)terminatorIds	8)tuEvidence	9)addEvidence	10)confidenceLevel	11)pmids 
RDBECOLITUC02129	psiF	RDBECOLIOPC03073	phoA-psiF	psiF;	psiFp		[EXP-IEP:W]		W	30536866 
RDBECOLITUC02130	allB	RDBECOLIOPC01712	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	allB;	allBp1		[EXP-IEP:W]		W	30536863;32571968 
RDBECOLITUC02131	allB	RDBECOLIOPC01712	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	allB;	allBp2		[EXP-IEP:W]		W	30536863;32571968 
RDBECOLITUC02132	allB	RDBECOLIOPC01712	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	allB;	allBp3		[EXP-IEP:W]		W	30536863;32571968 
RDBECOLITUC02133	frlR	RDBECOLIOPC02641	frlABCDR	frlR;	frlRp1		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02134	frlR	RDBECOLIOPC02641	frlABCDR	frlR;	frlRp2		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02135	gnsA	RDBECOLIOPC02130	ymcE-gnsA	gnsA;	gnsAp1		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02136	gnsA	RDBECOLIOPC02130	ymcE-gnsA	gnsA;	gnsAp2		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02137	mngB	RDBECOLIOPC01066	mngAB	mngB;	mngBp1		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02138	mngB	RDBECOLIOPC01066	mngAB	mngB;	mngBp2		[EXP-IEP:W]		W	30536865 
RDBECOLITUC02139	paaJ	RDBECOLIOPC02563	paaABCDEFGHIJK	paaJ;	paaJp1		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02140	paaJ	RDBECOLIOPC02563	paaABCDEFGHIJK	paaJ;	paaJp2		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02141	paaJ	RDBECOLIOPC02563	paaABCDEFGHIJK	paaJ;	paaJp3		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02142	nanY	RDBECOLIOPC01406	nanXY	nanY;	nanYp1		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02143	nanY	RDBECOLIOPC01406	nanXY	nanY;	nanYp2		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02144	xapB	RDBECOLIOPC03595	xapAB	xapB;	xapBp1	RDBECOLITMC00234	[EXP-IEP:W]		W	30536863 
RDBECOLITUC02145	xapB	RDBECOLIOPC03595	xapAB	xapB;	xapBp2	RDBECOLITMC00367	[EXP-IEP:W]		W	30536863 
RDBECOLITUC02146	xapB	RDBECOLIOPC03595	xapAB	xapB;	xapBp3	RDBECOLITMC00367	[EXP-IEP:W]		W	30536863 
RDBECOLITUC02147	btuE	RDBECOLIOPC01035	btuCED	btuE;	btuEp1		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02148	btuE	RDBECOLIOPC01035	btuCED	btuE;	btuEp2		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02149	speD	RDBECOLIOPC03409	yacC-speED	speD;	speDp	RDBECOLITMC00025	[EXP-IEP:W]		W	30536863 
RDBECOLITUC02150	speE	RDBECOLIOPC03409	yacC-speED	speE;	speEp		[EXP-IEP:W]		W	30536863;31964733 
RDBECOLITUC02151	aroM	RDBECOLIOPC02544	aroL-yaiA-aroM	aroM;	aroMp		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02152	lpxT	RDBECOLIOPC02095	yeiR-lpxT	lpxT;	lpxTp		[EXP-IEP:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	30536863;31299227;29739882 
RDBECOLITUC02153	nagE	RDBECOLIOPC02480	nagE	nagE;	nagEp	RDBECOLITMC00294	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	1766379;1848637;3056518;3284790 
RDBECOLITUC02154	nei	RDBECOLIOPC02931	ybgIJKL-nei	nei;	neip		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02155	uhpB	RDBECOLIOPC03544	ivbL-ilvBN-uhpABC	uhpB;	uhpBp		[EXP-IEP:W]		W	30536863 
RDBECOLITUC02156	yabR	RDBECOLIOPC01058	yabR	yabR;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC02157	sokX	RDBECOLIOPC00183	sokX	sokX;			[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC02158	trxA	RDBECOLIOPC02131	trxA	trxA;	trxAp3	RDBECOLITMC00235	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2423505 
RDBECOLITUC02159	infB	RDBECOLIOPC03608	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	infB;	infBp	RDBECOLITMC00217	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	30916329 
RDBECOLITUC02160	nusA-infB	RDBECOLIOPC03608	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	infB;nusA;	nusAp	RDBECOLITMC00217	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	30916329 
RDBECOLITUC02161	norVW	RDBECOLIOPC01387	norVW	norW;norV;	norVp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][EXP-IEP:W]		S	12142437;12529359;12586421;15694381 
RDBECOLITUC02162	seqA-pgm	RDBECOLIOPC00495	seqA-pgm	pgm;seqA;	seqAp	RDBECOLITMC00285	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	8011018;8083177 
RDBECOLITUC02163	garD	RDBECOLIOPC02034	garD	garD;	garDp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10762278 
RDBECOLITUC02164	gudPXD	RDBECOLIOPC01019	gudPXD	gudD;gudX;gudP;	gudPp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10762278;31964733 
RDBECOLITUC02165	mngAB	RDBECOLIOPC01066	mngAB	mngB;mngA;	mngAp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	14645248 
RDBECOLITUC02166	rpiB	RDBECOLIOPC01674	rpiB	rpiB;	rpiBp	RDBECOLITMC00252	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8576032 
RDBECOLITUC02167	cdaR	RDBECOLIOPC00723	cdaR	cdaR;	cdaRp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10762278;14645248 
RDBECOLITUC02168	alsRBACE	RDBECOLIOPC02522	alsRBACE	alsE;alsC;alsA;alsB;alsR;	alsRp2		[EXP-IMP-POLAR-MUTATION:S]		S	10559180;9401019 
RDBECOLITUC02169	alsRBACE	RDBECOLIOPC02522	alsRBACE	alsE;alsC;alsA;alsB;alsR;	alsRp1		[EXP-IMP-POLAR-MUTATION:S]		S	10559180;9401019 
RDBECOLITUC02170	pdeL	RDBECOLIOPC03128	pdeL	pdeL;	pdeLp3		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC02171	appY	RDBECOLIOPC03133	appY	appY;	appYp3		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W]		W	21398637 
RDBECOLITUC02172	sdsR-pphA	RDBECOLIOPC02602	sdsR-pphA	pphA;sdsR;	sdsRp		[EXP-IMP-POLAR-MUTATION:S]		S	31270363 
RDBECOLITUC02173	hicAB	RDBECOLIOPC02632	hicAB	hicB;hicA;	hicAp2		[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	28266056;19060138 
RDBECOLITUC02174	gltF	RDBECOLIOPC03023	gltBDF	gltF;			[AS-NAS:W]		W	 
RDBECOLITUC02175	oppBCDF	RDBECOLIOPC03429	oppABCDF	oppF;oppD;oppC;oppB;	oppBp		[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]		W	3080404;31704256 
RDBECOLITUC02176	mqsA	RDBECOLIOPC03047	mqsRA	mqsA;	mqsAp1				None	 
RDBECOLITUC02177	mqsA	RDBECOLIOPC03047	mqsRA	mqsA;	mqsAp2				None	 
RDBECOLITUC02178	rpmE	RDBECOLIOPC00478	rpmE	rpmE;	rpmEp1	RDBECOLITMC00237	[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC02179	ibsC	RDBECOLIOPC02017	ibsC	ibsC;	ibsCp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18710431 
RDBECOLITUC02180	ibsD	RDBECOLIOPC01004	ibsD	ibsD;	ibsDp				None	 
RDBECOLITUC02181	yrbN-deaD	RDBECOLIOPC01795	yrbN-deaD	deaD;yrbN;	yrbNp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	32414857 
RDBECOLITUC02182	pykF	RDBECOLIOPC03586	pykF	pykF;	pykFp4		[IC:W]		W	21272324 
RDBECOLITUC02183	micF	RDBECOLIOPC02822	micF	micF;	micFp2		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2436145;7679383;31540875;8002608;2848006;17426813;7519595;22753060 
RDBECOLITUC02184	rrsA-ileT-alaT-rrlA-rrfA	RDBECOLIOPC02761	rrsA-ileT-alaT-rrlA-rrfA	rrfA;rrlA;alaT;ileT;rrsA;	rrsAp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;35552441;15590778;2434021;8531889;7517053;35420137 
RDBECOLITUC02185	ycgZ-ymgA-ariR-ymgC	RDBECOLIOPC03596	ycgZ-ymgA-ariR-ymgC	ymgC;ariR;ymgA;ycgZ;	ycgZp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	19240136;17222132;19172264;17609140;17765265 
RDBECOLITUC02186	murR	RDBECOLIOPC02675	murR	murR;	murRp2		[COMP-AINF:W]		W	18723630;19897902 
RDBECOLITUC02187	mnmG-rsmG	RDBECOLIOPC03263	asnC-mioC-mnmG	mnmG;rsmG;	mnmGp2		[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		S	22337945 
RDBECOLITUC02188	acnA	RDBECOLIOPC02636	acnA	ymiC;acnA;	ymiCp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9421904;12889026;11470373 
RDBECOLITUC02189	glk	RDBECOLIOPC01942	glk	glk;	glkp2	RDBECOLITMC00288	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9023215 
RDBECOLITUC02190	hyaABCDEF	RDBECOLIOPC02045	hyaABCDEF	hyaA;hyaB;hyaC;hyaD;hyaE;hyaF;	hyaAp2	RDBECOLITMC00334	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	1856178;21398637;2180913;23065979;10537212 
RDBECOLITUC02191	ssrS	RDBECOLIOPC03592	ssrS-ygfA	ssrS;	ssrSp	RDBECOLITMC00116	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	21036909 
RDBECOLITUC02192	ssrS-ygfA	RDBECOLIOPC03592	ssrS-ygfA	fau;ssrS;	ssrSp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15550566;2579060 
RDBECOLITUC02193	mdoGH	RDBECOLIOPC01360	mdoGH	opgH;opgG;	opgGp	RDBECOLITMC00250	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	16336047;1834913;7934824 
RDBECOLITUC02194	pykA	RDBECOLIOPC01323	pykA	pykA;	pykAp		[COMP-AINF:W]		W	30810277 
RDBECOLITUC02195	galETK	RDBECOLIOPC02889	galETKM	galK;galT;galE;	galEp	RDBECOLITMC00145	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18374359;24794565 
RDBECOLITUC02196	galET	RDBECOLIOPC02889	galETKM	galT;galE;	galEp	RDBECOLITMC00143,RDBECOLITMC00144	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18374359;24598256 
RDBECOLITUC02197	galE	RDBECOLIOPC02889	galETKM	galE;	galEp	RDBECOLITMC00142,RDBECOLITMC00141	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18374359;24794565;35695461 
RDBECOLITUC02198	galETKM	RDBECOLIOPC02889	galETKM	galM;galK;galT;galE;	galEp	RDBECOLITMC00239,RDBECOLITMC00240,RDBECOLITMC00146	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11298753;7023696;26501343;36936984;20923764;17630975;18374359;24794565 
RDBECOLITUC02199	groSL	RDBECOLIOPC01974	groSL	groL;groS;	groSp2		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	13129951;2563997;6155374;8674965;16952953;32385082 
RDBECOLITUC02200	adhE	RDBECOLIOPC02643	adhE	adhE;	adhEp		[EXP-TAS:W]		W	8763968;8423158;31964733 
RDBECOLITUC02201	gltBDF	RDBECOLIOPC03023	gltBDF	gltB;gltD;gltF;	gltBp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	17233899;2448295;10481090;1447980;11121068;14702398;11395454;16377617;21272324;9236118;18405378;3326786 
RDBECOLITUC02202	araFGH	RDBECOLIOPC02671	araFGH	araH;araG;araF;	araFp3		[EXP-IEP-COREGULATION:W]		W	21398637;2445996 
RDBECOLITUC02203	cyaR	RDBECOLIOPC02050	cyaR	cyaR;	cyaRp2	RDBECOLITMC00077	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		S	11445539;18619465;18978044 
RDBECOLITUC02204	cyaR	RDBECOLIOPC02050	cyaR	cyaR;	cyaRp3	RDBECOLITMC00077	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		S	11445539;18619465;18978044 
RDBECOLITUC02205	pqiABC	RDBECOLIOPC03315	pqiABC	pqiC;pqiB;pqiA;	pqiAp		[EXP-IMP-POLAR-MUTATION:S]		S	27795327;8899708 
RDBECOLITUC02206	dnaN-recF	RDBECOLIOPC03584	dnaAN-recF	recF;dnaN;	dnaNp		[EXP-IMP-POLAR-MUTATION:S]		S	9501104 
RDBECOLITUC02207	metK	RDBECOLIOPC01140	metK	metK;	metKp2		[COMP-AINF:W]		W	 
RDBECOLITUC02208	eno	RDBECOLIOPC03252	pyrG-eno	eno;	enop5		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC02209	sgrST-setA	RDBECOLIOPC02626	sgrST-setA	sgrT;setA;sgrS;	sgrSp2		[COMP-AINF-SINGLE-DIRECTON:W][EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	15522088;20971900;17209026 
RDBECOLITUC02210	aidB	RDBECOLIOPC02683	aidB	aidB;	aidBp2				None	1312537;7961409;8002588;10049384;20714851 
RDBECOLITUC02211	sixA	RDBECOLIOPC02521	sixA	sixA;	sixAp2		[COMP-AINF:W]		W	 
RDBECOLITUC02212	mlc-ynfK	RDBECOLIOPC02994	mlc-ynfK	bidA;mlc;	mlcp		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608;11535784;23274360 
RDBECOLITUC02213	arrS	RDBECOLIOPC01277	arrS	arrS;	arrSp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	21501346 
RDBECOLITUC02214	cbpA-cbpM	RDBECOLIOPC03597	cbpA-cbpM	cbpM;cbpA;	cbpAp		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	15184371 
RDBECOLITUC02215	dnaN-recF	RDBECOLIOPC03584	dnaAN-recF	recF;dnaN;	dnaNp5		[EXP-IMP-POLAR-MUTATION:S]		S	9501104 
RDBECOLITUC02216	csiE	RDBECOLIOPC02668	csiE	csiE;	csiEp2				None	8596457 
RDBECOLITUC02217	rrsG-gltW-rrlG-rrfG	RDBECOLIOPC03532	rrsG-gltW-rrlG-rrfG	rrfG;rrlG;gltW;rrsG;	rrsGp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;15590778;35552441;2434021;8531889;7517053 
RDBECOLITUC02218	xerD-dsbC-recJ	RDBECOLIOPC03353	xerD-dsbC-recJ	recJ;dsbC;xerD;	xerDp2		[EXP-IEP-COREGULATION:W]		W	16818608 
RDBECOLITUC02219	dps	RDBECOLIOPC03013	dps	dps;	dpsp2				None	1340475;7984106;21239586;18452510;24474781;31992590;17906139 
RDBECOLITUC02220	csgDEFG	RDBECOLIOPC02780	csgDEFG	csgG;csgF;csgE;csgD;	csgDp		[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17468243;16816193 
RDBECOLITUC02221	rhaSR	RDBECOLIOPC01548	rhaSR	rhaS;rhaR;	rhaSp2		[EXP-IEP-COREGULATION:W]		W	21398637;3316663;8230210;8757746;19854903;16166533 
RDBECOLITUC02222	tpiA	RDBECOLIOPC01676	tpiA	tpiA;	tpiAp		[IC:W]		W	 
RDBECOLITUC02223	pstCAB-phoU	RDBECOLIOPC03587	pstSCAB-phoU	phoU;pstB;pstA;pstC;	pstCp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20963440 
RDBECOLITUC02224	poxB	RDBECOLIOPC02383	poxB-ltaE-ybjT	poxB;	poxBp2		[EXP-IEP:W]		W	8022274;33417680 
RDBECOLITUC02225	gyrB	RDBECOLIOPC01333	gyrB	gyrB;	gyrBp2	RDBECOLITMC00224	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6089112;31964733 
RDBECOLITUC02226	proVWX	RDBECOLIOPC03604	proVWX	proX;proW;proV;	proVp		[EXP-IMP-POLAR-MUTATION:S]		S	2649478;2649479;12754220;31964733 
RDBECOLITUC02227	gor	RDBECOLIOPC02044	gor	gor;	gorp2		[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC02228	rrsC-gltU-rrlC-rrfC	RDBECOLIOPC02558	rrsC-gltU-rrlC-rrfC	rrfC;rrlC;gltU;rrsC;	rrsCp	RDBECOLITMC00088	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;15590778;35552441;2434021;8531889;7517053 
RDBECOLITUC02229	glnS	RDBECOLIOPC02753	glnS	glnS;	glnSp	RDBECOLITMC00296	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	16818608;6086662;6288695 
RDBECOLITUC02230	murQP	RDBECOLIOPC03139	murQP-yfeW	murP;murQ;	murQp		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	18723630 
RDBECOLITUC02231	clpB	RDBECOLIOPC02447	clpB	clpB;	clpBp2	RDBECOLITMC00202	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1906060;2066329;19656291;32385082 
RDBECOLITUC02232	mpl	RDBECOLIOPC02624	mpl	mpl;	mplp				None	8647276;31964733 
RDBECOLITUC02233	pstSCA	RDBECOLIOPC03587	pstSCAB-phoU	pstA;pstC;pstS;	pstSp2	RDBECOLITMC00071	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2993631;6365894 
RDBECOLITUC02234	pstS	RDBECOLIOPC03587	pstSCAB-phoU	pstS;	pstSp2	RDBECOLITMC00070	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6365894;23274360;18820899 
RDBECOLITUC02235	pstSCAB-phoU	RDBECOLIOPC03587	pstSCAB-phoU	phoU;pstB;pstA;pstC;pstS;	pstSp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	12471449;2993631;3881386;6365894;8226621;18820899;19018589 
RDBECOLITUC02236	dinB-yafNOP	RDBECOLIOPC03107	dinB-yafNOP	yafP;yafO;yafN;dinB;	dinBp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	12813093 
RDBECOLITUC02237	rpoH	RDBECOLIOPC02770	rpoH	rpoH;	rpoHp2	RDBECOLITMC00344	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851 
RDBECOLITUC02238	iraD	RDBECOLIOPC03208	iraD	idlP;iraD;	idlPp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	19820090;19124769;18383615 
RDBECOLITUC02239	gntR	RDBECOLIOPC02837	gntRKU	gntR;	gntRp2	RDBECOLITMC00253	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655507 
RDBECOLITUC02240	pykA	RDBECOLIOPC01323	pykA	pykA;	pykAp3		[COMP-AINF:W]		W	30810277 
RDBECOLITUC02241	csrA	RDBECOLIOPC03601	csrA	csrA;	csrAp		[COMP-AINF:W]		W	 
RDBECOLITUC02242	pdhR-aceEF-lpdA	RDBECOLIOPC03350	pdhR-aceEF-lpdA	pdhR;aceE;aceF;lpd;	pdhRp2	RDBECOLITMC00246	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9720032 
RDBECOLITUC02243	topA	RDBECOLIOPC02584	topA	topA;	topAp		[COMP-AINF:W]		W	 
RDBECOLITUC02244	csgBAC	RDBECOLIOPC02941	csgBAC	csgC;csgB;csgA;	csgBp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7854117;36344808;21559929;27434665;15743952;16816193;22247152 
RDBECOLITUC02245	frdABCD	RDBECOLIOPC03344	frdABCD	frdD;frdC;frdB;frdA;	frdAp2	RDBECOLITMC00353	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2999070;6251026;7961411;8576043;23820558;31964733;29468195 
RDBECOLITUC02246	xapAB	RDBECOLIOPC03595	xapAB	xapB;xapA;	xapAp2	RDBECOLITMC00367	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	21398637;7559336;32379825 
RDBECOLITUC02247	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	RDBECOLIOPC02429	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD;	rrsDp	RDBECOLITMC00204	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;15590778;35552441;2434021;8531889;7517053 
RDBECOLITUC02248	yceJI	RDBECOLIOPC02354	yceJI	yceJ;yceI;	yceJp2		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608 
RDBECOLITUC02249	ompF	RDBECOLIOPC01232	ompF	ompF;	ompFp2	RDBECOLITMC00220			None	6304064;17426813;23274360;21398557;31964733 
RDBECOLITUC02250	gntR	RDBECOLIOPC02837	gntRKU	gntR;	gntRp3	RDBECOLITMC00253	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655507 
RDBECOLITUC02251	osmB	RDBECOLIOPC02368	osmB	osmB;	osmBp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2644204;23421615 
RDBECOLITUC02252	gadBC	RDBECOLIOPC03512	gadBC	gadC;gadB;	gadBp2	RDBECOLITMC00307	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12867478;17919280;10383761;11238978;12657059;32385082;21571995;15795232;19767843;17185552;31186337;20470880;8455549 
RDBECOLITUC02253	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	ptsH;ptsI;crr;	ptsHp	RDBECOLITMC00265	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;12754220;21272324 
RDBECOLITUC02254	gpmA	RDBECOLIOPC01927	gpmA	gpmA;	gpmAp3				None	 
RDBECOLITUC02255	osmY	RDBECOLIOPC02351	osmY	osmY;	osmYp2				None	1317380;31964733 
RDBECOLITUC02256	ilvY	RDBECOLIOPC02924	ilvY	ilvY;	ilvYp2	RDBECOLITMC00315			None	2167922;2642900;3003115;9556617;3062177;32571968 
RDBECOLITUC02257	pfkA	RDBECOLIOPC02836	pfkA	pfkA;	pfkAp	RDBECOLITMC00206	[COMP-AINF:W]		W	23274360;21272324 
RDBECOLITUC02258	pstB-phoU	RDBECOLIOPC03587	pstSCAB-phoU	phoU;pstB;	pstBp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20963440 
RDBECOLITUC02259	gabDTP	RDBECOLIOPC03188	csiD-ygaF-gabDTP	gabP;gabT;gabD;	gabDp		[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	12446648;14731280;30498244 
RDBECOLITUC02260	pfkA	RDBECOLIOPC02836	pfkA	pfkA;	pfkAp3	RDBECOLITMC00206	[COMP-AINF:W]		W	23274360;21272324 
RDBECOLITUC02261	gntR	RDBECOLIOPC02837	gntRKU	gntR;	gntRp4	RDBECOLITMC00253	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655507 
RDBECOLITUC02262	hepA	RDBECOLIOPC03479	rapA-rluA	rapA;	rapAp2		[EXP-IEP:W]		W	16818608 
RDBECOLITUC02263	acs-yjcHG	RDBECOLIOPC03435	acs-yjcHG	actP;yjcH;acs;	acsp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10894724;14563880;33417680;30810277;29193870;8997713 
RDBECOLITUC02264	hdeAB-yhiD	RDBECOLIOPC02509	hdeAB-yhiD	yhiD;hdeB;hdeA;	hdeAp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	12730179;8455549;7854117;32385082;21571995;18083817;15716429;33072717;16204188;23274360;20470880;31186337;17026754 
